12.299999999999999;[0];[0];[0, 1, 1];[0, 1, 1, 1, 1]
12.299999999999999;[0];[0];[0, 1, 1, 1];[1, 1, 1]
12.299999999999999;[0];[0, 1];[0, 1];[0, 1, 1, 1, 1]
12.299999999999999;[0];[0, 1];[0, 1, 1, 1];[1, 1]
12.299999999999999;[0];[0, 1, 1];[1];[0, 1, 1, 1]
12.299999999999999;[0];[0, 1, 1];[1, 1];[1, 1]
12.299999999999999;[0];[0, 1, 1];[0];[0, 1, 1, 1, 1]
12.299999999999999;[0];[0, 1, 1];[0, 1, 1, 1];[1]
12.299999999999999;[0, 1];[];[0, 1, 1];[0, 1, 1, 1]
12.299999999999999;[0, 1];[1];[0, 1];[0, 1, 1, 1]
12.299999999999999;[0, 1];[1];[0, 1, 1];[1, 1]
12.299999999999999;[0, 1];[0];[0, 1];[0, 1, 1, 1, 1]
12.299999999999999;[0, 1];[0];[0, 1, 1, 1];[1, 1]
12.299999999999999;[0, 1];[0, 1];[0];[0, 1, 1, 1, 1]
12.299999999999999;[0, 1];[0, 1];[0, 1, 1, 1];[1]
12.299999999999999;[0, 1];[0, 1, 1];[];[0, 1, 1, 1]
12.299999999999999;[0, 1];[0, 1, 1];[1];[1, 1]
12.299999999999999;[0, 1];[0, 1, 1];[1, 1];[1]
12.299999999999999;[0, 1];[0, 1, 1];[0, 1, 1, 1];[]
11.969999999999999;[0];[0, 1];[0, 3];[0, 4]
11.969999999999999;[0, 1];[0];[0, 3];[0, 4]
11.92;[0];[0, 2];[0, 2];[0, 4]
11.9;[0];[0, 2];[0, 3];[3]
11.709999999999999;[0];[0];[0, 1, 1, 1];[0, 4]
11.709999999999999;[0];[0, 1];[0, 1, 1];[0, 4]
11.709999999999999;[0];[0, 1, 1];[0, 1];[0, 4]
11.709999999999999;[0, 1];[0];[0, 1, 1];[0, 4]
11.709999999999999;[0, 1];[0, 1];[0, 1];[0, 4]
11.709999999999999;[0, 1];[0, 1, 1];[0];[0, 4]
11.64;[0];[0];[0, 1, 2];[0, 1, 3]
11.64;[0];[0];[0, 3];[0, 1, 1, 2]
11.64;[0];[0, 1];[0, 1, 2];[3]
11.64;[0];[0, 1];[0, 2];[0, 1, 3]
11.64;[0];[0, 1];[0, 3];[1, 2]
11.64;[0];[0, 1, 1];[2];[0, 3]
11.64;[0];[0, 1, 1];[0, 3];[2]
11.64;[0];[0, 2];[1, 1];[0, 3]
11.64;[0];[0, 2];[0, 1];[0, 1, 3]
11.64;[0];[0, 2];[0, 3];[1, 1]
11.64;[0, 1];[1];[0, 2];[0, 3]
11.64;[0, 1];[0];[0, 1, 2];[3]
11.64;[0, 1];[0];[0, 2];[0, 1, 3]
11.64;[0, 1];[0];[0, 3];[1, 2]
11.64;[0, 1];[0, 1];[0, 3];[2]
11.64;[0, 1];[0, 2];[1];[0, 3]
11.64;[0, 1];[0, 2];[0];[0, 1, 3]
11.64;[0, 1];[0, 2];[0, 3];[1]
11.59;[0];[0];[0, 1, 2];[0, 2, 2]
11.59;[0];[0, 1];[0, 2];[0, 2, 2]
11.59;[0];[0, 2];[2];[0, 1, 2]
11.59;[0];[0, 2];[0, 1];[0, 2, 2]
