2.5;[];[];[];[];[0, 1]
5.0;[];[];[];[0];[0, 1, 1]
3.5;[];[];[];[0];[0, 2]
2.5;[];[];[];[0, 1];[]
5.0;[];[];[];[0, 1];[1]
7.5;[];[];[];[0, 1];[0, 1, 1]
6.0;[];[];[];[0, 1];[0, 2]
7.5;[];[];[0];[0];[0, 1, 1, 1]
6.0;[];[];[0];[0];[0, 1, 2]
4.5;[];[];[0];[0];[0, 3]
10.0;[];[];[0];[0, 1];[0, 1, 1, 1]
8.5;[];[];[0];[0, 1];[0, 1, 2]
7.0;[];[];[0];[0, 1];[0, 3]
5.0;[];[];[0];[0, 1, 1];[]
7.5;[];[];[0];[0, 1, 1];[1]
10.0;[];[];[0];[0, 1, 1];[1, 1]
8.5;[];[];[0];[0, 1, 1];[2]
12.5;[];[];[0];[0, 1, 1];[0, 1, 1, 1]
11.0;[];[];[0];[0, 1, 1];[0, 1, 2]
9.5;[];[];[0];[0, 1, 1];[0, 3]
3.5;[];[];[0];[0, 2];[]
6.0;[];[];[0];[0, 2];[1]
8.5;[];[];[0];[0, 2];[1, 1]
7.0;[];[];[0];[0, 2];[2]
11.0;[];[];[0];[0, 2];[0, 1, 1, 1]
9.5;[];[];[0];[0, 2];[0, 1, 2]
8.0;[];[];[0];[0, 2];[0, 3]
2.5;[];[];[0, 1];[];[]
5.0;[];[];[0, 1];[];[1]
7.5;[];[];[0, 1];[];[0, 1, 1]
6.0;[];[];[0, 1];[];[0, 2]
5.0;[];[];[0, 1];[1];[]
7.5;[];[];[0, 1];[1];[1]
10.0;[];[];[0, 1];[1];[0, 1, 1]
8.5;[];[];[0, 1];[1];[0, 2]
10.0;[];[];[0, 1];[0];[0, 1, 1, 1]
8.5;[];[];[0, 1];[0];[0, 1, 2]
7.0;[];[];[0, 1];[0];[0, 3]
12.5;[];[];[0, 1];[0, 1];[0, 1, 1, 1]
11.0;[];[];[0, 1];[0, 1];[0, 1, 2]
9.5;[];[];[0, 1];[0, 1];[0, 3]
7.5;[];[];[0, 1];[0, 1, 1];[]
10.0;[];[];[0, 1];[0, 1, 1];[1]
12.5;[];[];[0, 1];[0, 1, 1];[1, 1]
11.0;[];[];[0, 1];[0, 1, 1];[2]
15.0;[];[];[0, 1];[0, 1, 1];[0, 1, 1, 1]
13.5;[];[];[0, 1];[0, 1, 1];[0, 1, 2]
12.0;[];[];[0, 1];[0, 1, 1];[0, 3]
6.0;[];[];[0, 1];[0, 2];[]
8.5;[];[];[0, 1];[0, 2];[1]
11.0;[];[];[0, 1];[0, 2];[1, 1]
9.5;[];[];[0, 1];[0, 2];[2]
13.5;[];[];[0, 1];[0, 2];[0, 1, 1, 1]
12.0;[];[];[0, 1];[0, 2];[0, 1, 2]
10.5;[];[];[0, 1];[0, 2];[0, 3]
10.0;[];[0];[0];[0];[0, 1, 1, 1, 1]
8.5;[];[0];[0];[0];[0, 1, 1, 2]
7.0;[];[0];[0];[0];[0, 1, 3]
7.0;[];[0];[0];[0];[0, 2, 2]
5.5;[];[0];[0];[0];[0, 4]
12.5;[];[0];[0];[0, 1];[0, 1, 1, 1, 1]
11.0;[];[0];[0];[0, 1];[0, 1, 1, 2]
9.5;[];[0];[0];[0, 1];[0, 1, 3]
9.5;[];[0];[0];[0, 1];[0, 2, 2]
8.0;[];[0];[0];[0, 1];[0, 4]
15.0;[];[0];[0];[0, 1, 1];[0, 1, 1, 1, 1]
13.5;[];[0];[0];[0, 1, 1];[0, 1, 1, 2]
12.0;[];[0];[0];[0, 1, 1];[0, 1, 3]
12.0;[];[0];[0];[0, 1, 1];[0, 2, 2]
10.5;[];[0];[0];[0, 1, 1];[0, 4]
7.5;[];[0];[0];[0, 1, 1, 1];[]
10.0;[];[0];[0];[0, 1, 1, 1];[1]
12.5;[];[0];[0];[0, 1, 1, 1];[1, 1]
15.0;[];[0];[0];[0, 1, 1, 1];[1, 1, 1]
13.5;[];[0];[0];[0, 1, 1, 1];[1, 2]
11.0;[];[0];[0];[0, 1, 1, 1];[2]
12.0;[];[0];[0];[0, 1, 1, 1];[3]
17.5;[];[0];[0];[0, 1, 1, 1];[0, 1, 1, 1, 1]
16.0;[];[0];[0];[0, 1, 1, 1];[0, 1, 1, 2]
14.5;[];[0];[0];[0, 1, 1, 1];[0, 1, 3]
14.5;[];[0];[0];[0, 1, 1, 1];[0, 2, 2]
13.0;[];[0];[0];[0, 1, 1, 1];[0, 4]
6.0;[];[0];[0];[0, 1, 2];[]
8.5;[];[0];[0];[0, 1, 2];[1]
11.0;[];[0];[0];[0, 1, 2];[1, 1]
13.5;[];[0];[0];[0, 1, 2];[1, 1, 1]
12.0;[];[0];[0];[0, 1, 2];[1, 2]
9.5;[];[0];[0];[0, 1, 2];[2]
10.5;[];[0];[0];[0, 1, 2];[3]
16.0;[];[0];[0];[0, 1, 2];[0, 1, 1, 1, 1]
14.5;[];[0];[0];[0, 1, 2];[0, 1, 1, 2]
13.0;[];[0];[0];[0, 1, 2];[0, 1, 3]
13.0;[];[0];[0];[0, 1, 2];[0, 2, 2]
11.5;[];[0];[0];[0, 1, 2];[0, 4]
13.5;[];[0];[0];[0, 2];[0, 1, 1, 1, 1]
12.0;[];[0];[0];[0, 2];[0, 1, 1, 2]
10.5;[];[0];[0];[0, 2];[0, 1, 3]
10.5;[];[0];[0];[0, 2];[0, 2, 2]
9.0;[];[0];[0];[0, 2];[0, 4]
4.5;[];[0];[0];[0, 3];[]
7.0;[];[0];[0];[0, 3];[1]
9.5;[];[0];[0];[0, 3];[1, 1]
12.0;[];[0];[0];[0, 3];[1, 1, 1]
10.5;[];[0];[0];[0, 3];[1, 2]
8.0;[];[0];[0];[0, 3];[2]
9.0;[];[0];[0];[0, 3];[3]
14.5;[];[0];[0];[0, 3];[0, 1, 1, 1, 1]
13.0;[];[0];[0];[0, 3];[0, 1, 1, 2]
11.5;[];[0];[0];[0, 3];[0, 1, 3]
11.5;[];[0];[0];[0, 3];[0, 2, 2]
10.0;[];[0];[0];[0, 3];[0, 4]
12.5;[];[0];[0, 1];[0];[0, 1, 1, 1, 1]
11.0;[];[0];[0, 1];[0];[0, 1, 1, 2]
9.5;[];[0];[0, 1];[0];[0, 1, 3]
9.5;[];[0];[0, 1];[0];[0, 2, 2]
8.0;[];[0];[0, 1];[0];[0, 4]
15.0;[];[0];[0, 1];[0, 1];[0, 1, 1, 1, 1]
13.5;[];[0];[0, 1];[0, 1];[0, 1, 1, 2]
12.0;[];[0];[0, 1];[0, 1];[0, 1, 3]
12.0;[];[0];[0, 1];[0, 1];[0, 2, 2]
10.5;[];[0];[0, 1];[0, 1];[0, 4]
17.5;[];[0];[0, 1];[0, 1, 1];[0, 1, 1, 1, 1]
16.0;[];[0];[0, 1];[0, 1, 1];[0, 1, 1, 2]
14.5;[];[0];[0, 1];[0, 1, 1];[0, 1, 3]
14.5;[];[0];[0, 1];[0, 1, 1];[0, 2, 2]
13.0;[];[0];[0, 1];[0, 1, 1];[0, 4]
10.0;[];[0];[0, 1];[0, 1, 1, 1];[]
12.5;[];[0];[0, 1];[0, 1, 1, 1];[1]
15.0;[];[0];[0, 1];[0, 1, 1, 1];[1, 1]
17.5;[];[0];[0, 1];[0, 1, 1, 1];[1, 1, 1]
16.0;[];[0];[0, 1];[0, 1, 1, 1];[1, 2]
13.5;[];[0];[0, 1];[0, 1, 1, 1];[2]
14.5;[];[0];[0, 1];[0, 1, 1, 1];[3]
18.5;[];[0];[0, 1];[0, 1, 1, 1];[0, 1, 1, 2]
17.0;[];[0];[0, 1];[0, 1, 1, 1];[0, 1, 3]
17.0;[];[0];[0, 1];[0, 1, 1, 1];[0, 2, 2]
15.5;[];[0];[0, 1];[0, 1, 1, 1];[0, 4]
8.5;[];[0];[0, 1];[0, 1, 2];[]
11.0;[];[0];[0, 1];[0, 1, 2];[1]
13.5;[];[0];[0, 1];[0, 1, 2];[1, 1]
16.0;[];[0];[0, 1];[0, 1, 2];[1, 1, 1]
14.5;[];[0];[0, 1];[0, 1, 2];[1, 2]
12.0;[];[0];[0, 1];[0, 1, 2];[2]
13.0;[];[0];[0, 1];[0, 1, 2];[3]
18.5;[];[0];[0, 1];[0, 1, 2];[0, 1, 1, 1, 1]
17.0;[];[0];[0, 1];[0, 1, 2];[0, 1, 1, 2]
15.5;[];[0];[0, 1];[0, 1, 2];[0, 1, 3]
15.5;[];[0];[0, 1];[0, 1, 2];[0, 2, 2]
14.0;[];[0];[0, 1];[0, 1, 2];[0, 4]
16.0;[];[0];[0, 1];[0, 2];[0, 1, 1, 1, 1]
14.5;[];[0];[0, 1];[0, 2];[0, 1, 1, 2]
13.0;[];[0];[0, 1];[0, 2];[0, 1, 3]
13.0;[];[0];[0, 1];[0, 2];[0, 2, 2]
11.5;[];[0];[0, 1];[0, 2];[0, 4]
7.0;[];[0];[0, 1];[0, 3];[]
9.5;[];[0];[0, 1];[0, 3];[1]
12.0;[];[0];[0, 1];[0, 3];[1, 1]
14.5;[];[0];[0, 1];[0, 3];[1, 1, 1]
13.0;[];[0];[0, 1];[0, 3];[1, 2]
10.5;[];[0];[0, 1];[0, 3];[2]
